Hired in Q1 2023?,Company Name,Location City,Location State,Description,Website,Industry,Company Size
,Latitude Digital,Denver,Colorado,"Since 1996, we've been creating custom technology solutions for companies large and small, in fields from automotive to retail grocery. Some of our products include a complete camp management software package service, CampTrak that allows for camper registration, donor management, and group scheduling.",https://www.latitudedigital.com/,Computer Software,1-100
,LaunchNotes,Remote,Remote,"LaunchNotes is the personalized, automated, and secure way to connect your teams and users to your product development lifecycle.",https://www.launchnotes.com/,Computer Software,1-100
,Lawgical,Denver,Colorado,"LAWgical, an InfoTrack company, is the holding company of numerous legal-related brands. We primarily focus on media, software and marketing solutions with marquee names such as Legal Talk Network, ServeNow.com, ServeManager, PInow.com and more. 

Our team consists of bright and talented business and technology professionals with the goal of developing products that make a difference to our users and the legal community.",http://lawgical.com,LegalTech,1-100
,Lawnbot.biz,Grand Rapids,Michigan,"Lawn care is unlike any other product. It is sold through a conversation. It is not like going to McDonalds and picking off the menu. Your leads are coming to you because you are the expert. During their chat they select their lawn issues and based on their selections your custom white label Lawnbot will recommend the best program for them - and book the sale and take payment. Your Lawnbot will be built using your logo, price table, and customized local specific content throughout the chat process. We built Lawnbot with sales in mind. Not just generating quotes. With your very own Lawnbot your potential customers can now buy instantly and pay instantly. We are constantly tweaking this product as we discover what is working and not working to close more sales. Set yourself apart from your competition with the most innovative tool for lawn care companies since the CRM.
",http://www.lawnbot.biz,Information Technology,1-100
,LeafLink,New York,New York,"LeafLink, the wholesale cannabis marketplace. Empowering thousands of cannabis brands and retailers to streamline ordering and client management. Live in 27 territories across North America and manages over $4B+ in annual orders, or 42% of US wholesale cannabis commerce.",https://www.leaflink.com/,Cannabis,100-500
,Leap Easy,Jersey City,New Jersey,"Leap Holdings, Inc. is a provider of innovative occupancy and risk management solutions for the multifamily and single-family rental markets. Its products serve to make apartment and single-family leases more affordable, providing insurance alternatives to security deposits and guarantors. It is Leap’s mission to improve the financial performance of landlords while making renting more accessible. Leap’s products mitigate the need for landlords to take security deposits, thereby streamlining the leasing process, reducing move-in costs for renters, and driving higher occupancy rates. Leap currently serves clients who own and operate over 700,000 homes across 48 states.",http://www.leapeasy.com/,Real Estate,1-100
,Legal Technologies LLC,Austin,Texas,"Legal Technologies is the creator of Eviction Assistant, a cloud-based comprehensive case management system.  Eviction Assistant makes filing an eviction lawsuit as simple as answering a few questions about your property, your tenant(s), and the jurisdiction in which your property is located.
",http://legaltechllc.com/,LegalTech,1-100
,LegalShield,Remote,Remote,"LegalShield ""leveling the legal playing field""​ Providing affordable access to legal council all 50 states.",https://mcovington.wearelegalshield.com/,LegalTech,2000+
,levAR,Chicago,Illinois,"levAR provides an end-to-end solution that brings your business to life in 3D and AR, increasing engagement and conversions",http://levar.co,"Retail, eCommerce",1-100
,Lexicata,Los Angeles,California,"Lexicata is the law firm CRM & client intake software that helps improve organization, maximize efficiency, and drive more revenue.",https://lexicata.com/,Publishing,1-100
,Lightcast,Moscow,Idaho,"Our name is new, but our dedication to providing the world’s best data-driven talent strategies remains the same. We’re going to continue bringing clarity to the labor market, guiding our customers through a complex and changing world and giving them the competitive advantage they demand.",https://www.lightcast.io,Information Technology,100-500
,LinkSquares,Boston,Massachusetts,"LinkSquares is the first AI-powered end-to-end contract lifecycle management platform. Take control of your contracting process with full visibility into where things are, what needs to get done next, and everything that’s been agreed to in the past. With LinkSquares, you can write better contracts, standardize contract language, and understand what’s in your agreements from one, easy-to-use system. Start improving your bottom line, saving time, and making your legal operations run smoother today.",http://linksquares.com,Computer Software,100-500
,LJA Engineering,Houston,Texas,"LJA has significant engineering, planning, surveying, landscape architecture, GIS, and construction management talent to serve the technical needs of public and private entities in community and site development, midstream infrastructure, public works, transportation, water resources, and hydrology and hydraulics.",https://www.lja.com/,CivicTech/Government,500-2000
,LogicGate,Chicago,Illinois,"At LogicGate, we believe flexible, easy-to-use enterprise technology can change the trajectory of organizations and the lives of their employees. We do more than create software—we create peace of mind.

LogicGate's Risk Cloud™ is an agile GRC cloud solution that combines powerful functionality with intuitive design to enhance enterprise GRC programs. By putting process owners directly in the driver’s seat with a no-code app builder, pre-built templates and the ability to quickly create workflows tailored to their needs, organizations can efficiently operationalize their GRC activities without requiring support from consultants or corporate IT.",https://www.logicgate.com/,Computer Software,100-500
,London Stock Exchange Group (LSEG),London,England,"LSEG (London Stock Exchange Group) is a diversified international markets infrastructure business —earning our clients’ trust for over 300 years. That legacy of customer-focused excellence ensures that you can rely on our expertise in capital formation, intellectual property and risk and balance sheet management. 

As global leaders in financial indexing, benchmarking and analytic services, we offer unrivalled access to international capital markets. Our high-performance technology solutions enable companies worldwide to access funds for growth and development. And with our Data & Analytics, Capital Markets and Post Trade divisions, we provide a comprehensive, integrated suite of trusted financial market infrastructure services that help our customers pursue—and achieve—their ambitions. 
",http://www.lseg.com,FinTech/Finance,2000+
,Lone Wolf Technologies,Dallas,Texas,"Lone Wolf Link is real estate's first two-way transaction management and back office integration. With Link, both staff and agents can use a single solution from contract through to accounting and save hours on transaction management.",https://www.lwolf.com/,"Real Estate, Computer Software",100-500
,Lorenz Life Sciences,Remote,Remote,Engineering desirable solutions is not about becoming the market leader by revenue. It isn't about building solutions that looks at customers as markets and tries to maximize short-term gains by successfully engaging in price differentiation and geographic product differentiation strategies. It is about building solutions that looks at customers as people with challenges in the work environments that they want to resolve.,https://www.lorenz.cc/,GreenTech,100-500
,Lumenad,Missoula,Montana,"LumenAd is an advertising management platform that automates and normalizes cross-channel campaign data. Built within our proven framework for unifying programmatic, direct, search and social data, LumenAd consolidates all your advertising efforts into one intuitive hub. Marketers can architect campaigns, connect to any data source, monitor performance in real-time, and quickly craft insightful reports.",https://lumenad.com/,Marketing/Advertising,1-100
,Lyssn,Seattle,Washington,"At Lyssn, we help therapists do their best work.

Our HIPAA-compliant platform allows therapists to securely record and easily share therapy sessions with supervisors and colleagues. Reviewing a session is simple with playback, automated transcripts, and the ability to comment at specific moments in the session. 

Our AI technology provides clinical metrics such as therapist empathy and feedback on specific techniques like motivational interviewing (MI) and cognitive behavioral therapy (CBT). With easy-to-understand reports, therapists can utilize these data to support supervision, training, and have an objective assessment of competency over time.",https://www.lyssn.io/,Medtech/Healthcare,1-100
,Mad Mobile,Tampa,Florida,"Mad Mobile helps companies reimagine how they connect with customers. Our unique platform enables restaurants and retailers to achieve mobility with their existing systems to increase sales and digitize the guest experience. We are the technology that drives mobile experiences.
			
Some of our key partners include Apple, Salesforce, Samsung, and NCR. 

Mad Mobile was founded in 2010 and is headquartered in Tampa, FL. We currently have offices in San Mateo, CA, Houston, TX, Buenos Aires, AR, and Colombo, SL.
",http://www.madmobile.com,Retail,100-500
,Magellan AI,New York,New York,"Magellan empowers publishers, agencies and brands to succeed in the rapidly changing world of podcast advertising. Using machine learning, Magellan analyzes ads read by hosts of over 30,000 podcasts. We help connect leading brands such as SimpliSafe and Babbel with leading publishers such as The New York Times and ESPN by providing visibility into the market.",http://www.magellan.ai,Marketing/Advertising,1-100
,Magnetic Variation Services,Denver,Colorado,Magnetic Variation Services LLC was founded to provide services to the oil and gas industry that enhance the accuracy of wellbore placement in directional drilling.,https://www.magvar.com/,Oil/Gas,1-100
,Mapimatics Consulting,Remote,Remote,Consulting company,N/A,Consultancy,1-100
,Mariana Tek by Xplor,Remote,Remote,"Mariana Tek is founded by a team with deep experience in the fitness industry. The founders are the architects who built, managed, and scaled the best-of-breed technology platform in boutique fitness. We are the technology partner behind a stress-free, joyful experience for both the consumer and their boutique provider. With an ever expanding health-conscious user base, we assist our partners in their explosive growth, proliferation of new concepts, and tantalizing cutting-edge propositions. We are the foundation of a new fitness era.",http://www.marianatek.com,Fitness,1-100
,Maslar Industries,Remote,Remote,"Together we’ll make your vision a reality.
Maslar Industries is your solution partner. We’ll apply our design
and development skill to your business problems.
Let’s bring your digital projects to life. ",https://www.maslarindustries.com/,Information Technology,1-100
,Mass Mutual,Springfield,Washington,"The Massachusetts Mutual Life Insurance Company, founded in 1851, is an American mutual life insurance company serving five million clients. With headquarters in Springfield, Massachusetts, the company employs more than 7,000 in the United States, and a total of 10,614 internationally.",https://www.massmutual.com/,FinTech/Finance,2000+
,Matillion,Altrincham,"Cheshire, England","Matillion makes the world’s data useful with an easy-to-use, cloud-native data integration and transformation platform. Optimized for modern enterprise data teams, only Matillion is built on native integrations to cloud data platforms such as Snowflake, Delta Lake on Databricks, Amazon Redshift, Google BigQuery, and Microsoft Azure Synapse to enable new levels of efficiency and productivity across any organization.",http://www.matillion.com/,Computer Software,100-500
,Max Reservations,Denver,Colorado,Hotel and hospitality software for boutique hotel owners and operators.,http://maxreservations.com/,Real Estate,1-100
,Maximus,McLean,Virginia,"Maximus enables citizens around the globe to successfully engage with their governments at all levels and across a variety of programs by delivering innovative business process management and technology solutions that contribute to improved outcomes for citizens and higher levels of productivity, accuracy, accountability, and efficiency of government-sponsored programs.",https://maximus.com,CivicTech/Government,2000+
,McKinsey & Company,New York,New York,McKinsey & Company is an American worldwide management consulting firm. It conducts qualitative and quantitative analysis to evaluate management decisions across public and private sectors.,https://www.mckinsey.com/,Consultancy,2000+
,Measurabl,San Diego,California,"Measurabl is the world’s most widely adopted ESG (environmental, social, governance) data management solution for commercial real estate. With more than 53,000 commercial buildings representing nearly 10 billion square feet across 78 countries, Measurabl helps innovative companies measure, manage and disclose their ESG performance, assess their portfolio’s exposure to physical climate risk, and gain access to additional services such as certification and data assurance. Learn more at measurabl.com.",http://www.measurabl.com,Computer Software,100-500
,Medidata,New York,New York,"Medidata is leading the digital transformation of life sciences, creating hope for millions of patients. Medidata helps generate the evidence and insights to help pharmaceutical, biotech, medical device and diagnostics companies, and academic researchers accelerate value, minimize risk, and optimize outcomes. More than one million registered users across 1,900+ customers and partners access the world's most trusted platform for clinical development, commercial, and real-world data. Medidata, a Dassault Systèmes company (Euronext Paris: FR0014003TT8, DSY.PA), is headquartered in New York City and has offices around the world to meet the needs of its customers.",http://www.medidata.com,Medtech/Healthcare,2000+
,MeetMindful,Denver,Colorado,"We believe mindfulness magically transforms everything, so we connect like-minded people in an online dating community that puts the pleasure back into partnering up.

- Common ground is more than a shared zip code. Meet like-minded people who are here for deeper connections, too. 
- Get ready to talk about what lights you up! This genuine community of co-creators and adventurers comes to you 10 matches at a time.
- A team of real people and our fancy algorithm help suss out fake profiles and keep your connections authentic.",http://www.meetmindful.com,Internet,1-100
,Meltwater,San Francisco,California,"Meltwater helps companies make better, more informed decisions based on insights from the outside. We believe that business strategy will be increasingly shaped by insights from online data. Organizations will look outside, beyond their internal reporting systems to a world of data that is constantly growing and changing. Our customers use these insights to make timely decisions based on real-time analysis.",http://meltwater.com/,Information Technology,2000+
,Mental Health Match,Portland,Oregon,"Therapy, therapists, counseling, counseling, mental health, psychology, psychologists, and advertising",https://mentalhealthmatch.com,Medtech/Healthcare,1-100
,Mercury Healthcare (formerly Healthgrades),Denver,Colorado,"Mercury Healthcare is a technology and data analytics company that empowers healthcare organizations to engage consumers and optimize provider relationships to accelerate growth. Our customers benefit from 30 years experience applying data analytics to drive intelligent engagement and enable personalized healthcare journeys. At Mercury Healthcare, we help healthcare organizations create seamless consumer experiences and improve outcomes to build healthier communities. Learn more at mercuryhealthcare.com.",http://www.mercuryhealthcare.com,Medtech/Healthcare,500-2000
,Message Agency,Philadelphia,Pennsylvania,"Message Agency builds better websites for the greater good. We are a full-service interactive studio based in Philadelphia that has served international, national, and regional nonprofit organizations for over 18 years. We are also a certified BCorp that helps social enterprises use technology to enlighten, educate, engage, and enact change. We are known for helping clients think strategically about their web presence, focusing on how their website can help streamline business processes and data management, as well as engage their users. Our philosophy is to use open source tools to help good folks leverage great technology to help fulfill their missions. Our primary services include strategic communications, branding and messaging, information and visual design, website design and development, content strategy, social media, and systems integration.",http://messageagency.com,Internet,1-100
,MetaRouter,"Denver, CO; Cincinnati, OH","Colorado, Ohio","MetaRouter provides streaming data routing solutions for organizations with security and latency concerns. The MetaRouter platform makes it easy to ingest streaming customer data and connect to internal users, databases or external analytics and marketing tools. The platform is available as SaaS or deployable inside customer's VPC or on-premise for maximum control and security.",https://www.metarouter.io,Information Technology,1-100
,Michigan Aerospace,Ann Arbor,Michigan,"Michigan Aerospace Corporation (MAC) is an advanced engineering and products company that provides innovative sensing, intelligent systems, and software solutions for space, air, and earth-bound applications. Our roots are in developing atmospheric measurement systems for aerospace customers, but we also apply these same technologies and expertise to solving problems closer to home, including clean energy, water management, and early-stage disease detection.",http://www.MichAero.com,Aviation/Aerospace,1-100
,Mile High Labs,Broomfield,Colorado,"Mile High Labs is a global leader in hemp-derived cannabinoid extraction and manufacturing. Headquartered in a 400,000-square-foot GMP and ISO 9001 certified facility in Broomfield, Colorado, Mile High Labs supplies bulk cannabinoid ingredients, as well as private label CBD and CBG products to the world’s leading consumer brands. The company’s adherence to the strictest manufacturing certifications and commitment to self-regulation has earned the trust of brands and consumers around the world.
",http://milehighlabs.com,"Cannabis, Sales",1-100
,Mintbean,"Toronto, Ontario",Canada,Mintbean works to solve problems plaguing the hiring cycle across the software development industry.,https://mintbean.io,Information Technology,1-100
,Mobilize,Denver,Colorado,"Transform the way you communicate without the hassle, time, stress, or over-complicated technology. Mobilize provides you with simple, cost-effective outreach technology that can be used for internal communications, urgent alerts, data collection, surveys, and more.

Since 2005, we have mobilized the organizational power of good communication. We provide an exceptional customer experience, people-first company culture, and innovative solutions.",http://mobilizeyourtech.com/,Computer Software,1-100
,Modern Logic,Minneapolis,Minnesota,"Modern Logic is a new approach to digital product development. For clients from startups to global brands, our team of lean strategists, data scientists, designers and developers create products that users love. 

We architect, build, launch and scale applications used by hundreds of millions of people… everyday. Hailing from leading tech companies including Apple and Adobe, we are also entrepreneurs ourselves. The approach we use is honed by building apps of our own. We walk in your shoes from idea to millions of users, awards, kudos from the press, and five-star reviews. 

Our passion is creating software that makes people’s lives better and continuously improving the journey to craft business-building products.",http://www.modernlogic.io,Computer Software,1-100
,Modernize My Site,Colorado Springs,Colorado,"We usually help people who have a website they aren't happy with. They want a website they can be proud of again, so we establish new goals and build something that is a more modern representation of their brand identity.

Of course, we build websites for people who have never had one as well. 

Remember SOUP! Security, ownership, usability and performance. Check out this fun video for more details: https://youtu.be/_8AhyLFLAE4 

To complement our services, we've developed relationships with trusted partners like local photographers, graphic artists and copywriters who are experts in their own right. ",http://www.modernizemysite.com,Design,1-100
,Momentum Solar,South Plainfield,New Jersey,"Momentum Solar is among the top residential solar contractors in the nation, recognized by Inc. as one of the fastest-growing private companies in the United States. A veteran in the industry founded in 2009, we bring cleaner, more affordable energy to eligible homeowners.
",http://www.momentumsolar.com/,GreenTech,500-2000
,Mondo Robot,Boulder,Colorado,We are a team of engineers focused on developing applications that fulfill the product visions of our clients.,https://www.mondorobot.com/,Design,1-100
,Mortgage365,Highlands Ranch,Colorado,"Mortgage365 is dedicated on unlocking the full power and potential of the Microsoft Cloud and making it Mortgage Aware for lenders looking to create BETTER, SMARTER, FASTER loan experiences. 

We harness the latest technology to reverse the cycle of rising costs and falling productivity and simply put; do MORE with LESS. ",https://www.mortgage365.com/,Computer Software,1-100
,Motili,Denver,Colorado,"Motili's turn-key HVAC management solution assists some of the largest property owners and operators across the United States. We match HVAC work orders with our contractor network, providing contractors with jobs and steady revenue and scalable HVAC services for our customers. 

In 2017 Motili was acquired by the Goodman brand and became a member of Daikin Group, one of the largest HVAC manufacturing and refrigerant companies in the world. Prioritizing world-class quality standards through policies, procedures, and processes is central to our company’s mission. It also allows us to design, test, and apply advanced technologies to the next generation of heating and cooling products.",http://www.motili.com/,Internet,100-500
,Motley Fool,Alexandria,Virginia,"The Motley Fool is a multimedia financial services company that provides financial advice for investors through various stock, investing, and personal finance services.",https://www.fool.com/,Marketing/Advertising,500-2000
,MotoLogic,Denver,Colorado,A small autonomous team within Advance Auto Parts.,https://www.motologic.com/,Computer Software,1-100
,MoveOn.org,Remote,Remote,"MoveOn is the largest independent, progressive, digitally-connected organizing group in the United States. Launched in 1998, MoveOn pioneered online organizing and advocacy techniques that have become standard in politics, nonprofits, and industry in the U.S. and worldwide. We combine rapid-response political campaigning with deep strategic analysis, rigorous data science and testing, and a culture of grassroots member listening and participation that allows us to consistently and quickly identify opportunities for progressive change–and mobilize millions of members to seize them. MoveOn members step up as leaders by using the MoveOn Petitions DIY organizing platform to create their own petitions and campaigns to drive social change.
",https://front.moveon.org/,Political Organization,100-500
,mPulse Mobile,Encino,California,"mPulse Mobile, the leader in Conversational AI solutions for the healthcare industry, drives improved health outcomes and business efficiencies by engaging individuals with tailored and meaningful dialogue. mPulse Mobile combines behavioral science, analytics and industry expertise that helps healthcare organizations activate their consumers to adopt healthy behaviors. 

With over a decade of experience, 100+ healthcare customers and more than 400 million conversations annually, mPulse Mobile has the data, the expertise and the solutions to drive healthy behavior change.",https://www.mpulsemobile.com,Medtech/Healthcare,100-500
,mrktstreet,Phoenix,Arizona,We've made shopping for a mortgage and sending homes to your agent ridiculously simple.,https://www.mrktstreet.com/,Real Estate,1-100
,MX Locker,Remote,Remote,"MX Locker is a peer-to-peer online marketplace where off-road motorcycle enthusiasts buy and sell riding gear, bike parts, and dirt bikes. Since launching the marketplace in 2020, more than 20K enthusiasts have joined MX Locker. 

Our mission is to support the industry we love while building a community of friends and customers who share our passion for motorcycles. 

Sellers on MX Locker come in all shapes and sizes, from local riders selling last season’s gear, to privateers and pro riders unloading a career’s worth of equipment. We’re entrepreneurs at heart, and we’re proud to empower our community of sellers.
",https://mxlocker.com/,Information Technology,1-100
,MX Technologies Inc.,Lehi,Utah,"MX helps organizations everywhere deliver data-driven money experiences by connecting the financial ecosystem and turning raw, unstructured data into their most valuable asset. 

MX enhances financial data by cleansing, categorizing, and adding metadata that empowers organizations to deliver personalized experiences, reduce fraud, approve loans faster, and help customers save and invest smarter. ",https://www.mx.com/money-experience/,FinTech/Finance,500-2000
,NagraStar,Denver,Colorado,NagraStar is a joint venture between Dish Network Corporation (formerly EchoStar Communications Corporation) and Kudelski SA that was formed in 1998. NagraStar's main focus is delivering and maintaining security solutions for satellite and Internet-based television systems and other connectivity initiatives in North America. Our mission also includes carrying strong anti-piracy activities from field investigations to legal and joint actions with law enforcement agencies. The company is located onsite with Dish in Colorado.,https://www.satscams.com/,LegalTech,1-100
,Nanno,Denver,Colorado,"Nanno connects parents with quality, curated care and unique experiences for kids. Book a great caregiver whenever (and wherever) you need one. All sitters are fully vetted.",https://www.nanno.com,Childcare,1-100
,National American Insurance Company,Chandler,Oklahoma,"National American Insurance Company (NAICO), a regional insurance carrier providing commercial property and casualty coverage, has proudly served our customers from our home office in Chandler, Oklahoma since 1987.

Currently licensed in 49 of the 50 United States as well as the District of Columbia, our premium footprint spans across 38 states as indicated on the following exhibit. Having a diversified appetite allows us to provide programs to suit the various needs of our insureds and having a wide range of agency partners located throughout the United States allows us to extend our reach and write coverage for some of the best businesses.",http://www.naico.com/,Insurance,1-100
,Navitas Credit Corp,Ponte Vedra Beach,Florida,"When your business or customers require capital quickly, Navitas delivers the financing you need to help your company achieve its business objectives.",https://www.navitascredit.com/,FinTech/Finance,100-500
,NBCUnivsersal,New York,New York,"At NBCUniversal, we believe in the talent of our people. It’s our passion and commitment to excellence that drives NBCU’s vast portfolio of brands to succeed. From broadcast and cable networks, news and sports platforms, to film, world-renowned theme parks and a diverse suite of digital properties, we take pride in all that we do and all that we represent. It’s what makes us uniquely NBCU. Here you can create the extraordinary.",http://www.NBCUniversal.com,Music/Entertainment,2000+
,Nebulab,Pescara,Italy,"Nebulab is a digital consulting company based on respect, smiles and hard working people. Our team creates shopping experiences that will wow your customers, so that you can focus on creating an amazing product.",https://nebulab.it,Consultancy,1-100
,NebulOS,Englewood,Colorado,"Leading Enterprise Automation.

Build. Run. Manage.
Build complex enterprise systems such as ERP to run on the fastest most flexible platforms.  Run effortlessly through automation up and down the entire stack.  Manage from any point on a global scale.",http://www.nebulos.io,Computer Software,1-100
,Nelnet Diversified Services,Lincoln,Nebraska,"Nelnet Diversified Services is an experienced, trusted partner offering premier professional services. We're here to support your customers with outstanding service and provide flexible, innovative technology solutions. Whatever the need, we'll help you transform the way you do business.",https://nelnetinc.com/,Information Technology,100-500
,Neomind Labs,Philadelphia,Pennsylvania,"Neomind Labs develops trusted, long-term relationships that result in stable, innovative software applications.",https://www.neomindlabs.com/,Computer Software,1-100
,Never Settle,Denver,Colorado,"Denver's leading Digital Agency serving clients around the world, that you can also trust with your business technology, design, and marketing needs.",https://neversettle.it/,Information Technology,1-100
,New Relic,San Fernando,California,"Our cloud-based platform gives developers, engineers, operations, and management a clear view of what’s happening in today’s complex software environments.",https://newrelic.com/,Computer Software,2000+
,Next Limit,Madrid,Spain,Leaders in high-fidelity simulation and visualization technologies,http://www.nextlimit.com/,Computer Software,1-100
,NextRequest,San Francisco,California,"We’re a mission-driven company that brings easy-to-use, modern software to governments, and we need your help scaling up.",https://www.nextrequest.com/,Information Technology,1-100
,Nextworld,Denver,Colorado,We founded Nextworld to give our customers software services that will automatically stay ahead of what’s next. Software that will unleash our customers to bring their ideas to action quicker than ever before.,https://www.nextworld.net/,Computer Software,100-500
,NinjaCat,New York,New York,"NinjaCat is a digital marketing performance management platform built for agencies, media companies, and brands. The NinjaCat platform is powered by the industry’s most transformational data model for multi-channel digital marketing performance analytics, connecting hundreds of marketing data sources into a single platform. Marketers using NinjaCat can build and automate beautiful reports and dashboards at scale. By eliminating manual data wrangling and accelerating time to insight, NinjaCat’s reporting and campaign monitoring solutions empower teams to communicate quickly and insightfully to prove the effectiveness of their marketing efforts to business stakeholders.",http://www.ninjacat.io,Marketing/Advertising,1-100
,Nomics,Minneapolis,Minnesota,"We’re an API-first cryptoasset data company delivering professional-grade market data APIs to institutional crypto investors and exchanges. We offer products and services that allow funds, fintech apps, and exchanges to access clean, normalized and gapless primary source trade and order book data.",https://nomics.com/,FinTech/Finance,1-100
,Nordstrom,Denver,Colorado,Retail clothing,https://shop.nordstrom.com/,Retail,2000+
,Northern Arizona University,Flagstaff,Arizona,"Northern Arizona University's mission is to provide an outstanding undergraduate residential education strengthened by research, graduate and professional programs, and sophisticated methods of distance delivery. 

NAU is a high research university with its main campus located on 740 acres in Flagstaff, Arizona. With online classes, the competency-based program Personalized Learning and more than 30 community campuses located throughout Arizona, including NAU-Yuma and NAU-Yavapai, Northern Arizona University brings education within your reach.

",http://www.nau.edu,EdTech/Education,2000+
,Northshore,Remote,Remote,"Founded by industry veterans, Northshore is on a mission to help data center service providers maximize the profitability of their infrastructure by enhancing energy efficiency and improving capacity utilization. By auditing building infrastructure systems and their utility consumption, we can identify opportunities for improvements and upgrades that will lead to substantial energy savings and optimized capacity utilization. It is not uncommon for our clients to see million-dollar gains in profits — per building, per year.",http://www.northshore.io,Information Technology,1-100
,Nuanced Media,Tucson,Arizona,"Results driven digital strategy. We will tell you what works with your website, digital campaigns, and brand position and what doesn’t. We will educate, collaborate, strategize, and grow with you.",https://nuancedmedia.com/,Marketing/Advertising,1-100
,Nutrien (Military Partner),Loveland,Colorado,"We produce and distribute over 27 million tonnes of potash, nitrogen and phosphate products for agricultural, industrial and feed customers world-wide. Combined with our leading agriculture retail network that services over 500,000 grower accounts, we are well positioned to meet the needs of a growing world and create value for our stakeholders.",https://www.nutrien.com/,AgTech/Agriculture,2000+
,Nylas,San Francisco,California,"Nylas is the only unified communications platform that allows developers to connect to every email, calendar, and contacts provider in the world.
",https://www.nylas.com,Computer Software,100-500
,O.C. Tanner,Salt Lake City,Utah,O.C. Tanner develops strategic employee recognition and reward solutions that help people accomplish and appreciate great work.,https://www.octanner.com/,Computer Software,500-2000
,Occipital,"Boulder, CO; San Francisco, CA; Madrid, Spain","Colorado, California, Spain",A spatial computing company,https://occipital.com/,Computer Software,1-100
,Octave,New York,New York,"Octave is a new, evidence-based therapy practice and wellness community based in NYC, and built by experts in clinical psychology and mindfulness.",https://www.findoctave.com/,Computer Software,1-100
,Odyssey Energy Solutions,"Boulder, CO; Tel Aviv, Israel","Colorado, Israel","Via state-of-the-art software tools, powerful data analytics, and marketplaces, Odyssey standardizes how mini-grid data is managed, analyzed and communicated –seamlessly connecting project developers, suppliers, financiers and governments to get microgrid projects built.",https://www.odysseyenergysolutions.com/,GreenTech,1-100
,Ombud,Denver,Colorado,"Ombud enables organizations to deliver actionable information, empower decision-making, collaborate on results, and adjust processes using one single solution.",https://www.ombud.com/,Computer Software,1-100
,Omnilert,"Washington, DC",District of Columbia,"Founded in 2004, Omnilert was the first company to establish the emergency mass notification market. It continues to be an innovation leader and the most trusted partner to over 2,500 customers across diverse industries, including education, healthcare, manufacturing, private and public sector organizations. Omnilert offers the broadest array of solutions, spanning prevention, notification, engagement, and incident management, as well as the most comprehensive multi-channel communications. Uniquely, the organization employs automation and next generation artificial intelligence to expedite emergency response and enable detection and visualization of critical incidents. Omnilert is privately held and headquartered outside of Washington, DC.",http://www.omnilert.com,Public Safety,1-100
,One More Cloud (Bonsai),Remote,Remote,"OMC provides specialized hosted cloud services. We launched Websolr in 2009 as the first cloud hosted Solr as a service, and one of the very first batch of Heroku addons. Bonsai followed in 2012 as the first hosted Elasticsearch as a service on the market.",https://omc.io/,Computer Software,1-100
,OneMain Financial,Denver,Colorado,"iLoan, a fair credit lender offering online personal loans, is a sister company of brick-and-mortar lender OneMain Financial",https://www.onemainfinancial.com/,FinTech/Finance,2000+
,Only Sky Inc.,Denver,Colorado,"From inception, Only Sky Inc has focused on making it easier to run ski areas and ski schools. Our partners trust us to help them grow revenue by moving their sales of ski school and ski area products online, in an elegant and easy to use platform that meets their skiers' expectations.",https://theonlysky.com/,Travel,1-100
,OptioSurgical,Denver,Colorado,"Optio Surgical tracks orthopedic devices used in surgery and displays post operative analytics on exact usage, cost and waste to help providers increase profitability and transparency. 

Using a proprietary database and analytics platform, surgeons and administrators are able to track any device in real time and make intelligent decisions that positively impact the patient and the bottom line. ",http://www.optiosurgical.com,Computer Software,1-100
,OrthoFi,Denver,Colorado,"At OrthoFi, we use technology to revolutionize the way patients and their families pay for treatment – making it affordable for everyone.",https://orthofi.com/,Medtech/Healthcare,100-500
,Output,Los Angeles,California,"Output develops innovative software and gear for musicians, composers, producers and sound designers. Our focus is simple – groundbreaking concepts, new sounds, new sources of inspiration.",https://www.output.com,Music/Entertainment,100-500
,Overalls,New York,New York,"Overalls: head to toe coverage for life’s ups and downs.

Insurance is easier to buy than ever, but it’s not simpler. Americans are still under-protected because they don’t understand and don’t particularly want to think about it. With an all-in-one optimized portfolio of coverage that rewards you for happy events and supports you during bad ones, Overalls is closing the protection gap, making insurance engaging, personalized, dynamic and accessible.",http://www.overalls.ai,Insurance,1-100
,oVertone Haircare,Denver,Colorado,"oVertone Haircare is known for its range of pigmented conditioners, a hair-healthy alternative to hair dye and a seamless solution for color maintenance. And the best part? Our formulas are vegan, cruelty-free, and contain none of the harsh ingredients typically found in hair color products. No ammonia, no heavy alcohols, no parabens, no fear of strand damage.",http://overtone.co,Sales,1-100
,P2 Energy Solutions,Denver,Colorado,"P2 Energy Solutions empowers the people who power the world. P2 is the world's largest software and technology company dedicated to the upstream oil and gas industry, with solutions spanning the entire value chain from exploration to decommissioning. More than 1,700 companies use P2 products and services daily to improve decision-making, gain clarity into complex workflow scenarios, and optimize upstream efficiency. With more than 90 years of experience in data and 30 years in software, P2 has offices around the world, and employs over 600 people.",http://www.p2energysolutions.com,Oil/Gas,500-2000
,P2Binvestor,Denver,Colorado,"P2Binvestor teams up with businesses just like yours to provide flexible, scalable, asset-backed lines of credit on an easy-to-use platform. We’re proud to be part of your success.",https://www.p2bi.com/,FinTech/Finance,1-100
